text,label
राजधानीमा सरकार देखी सडक सम्म का सबै धन्दा र कामकाज हरु क्रुर र अमानबिय तबरले नै चलिरहेका छन,n
पैसाका लागि कतिसम्म क्रूर र अमानवीय हुन सक्दा रहेछन् है यी दानवहरु,n
तेह्र बस्न पैसा तिर्नु पर्ने रैछ भर्खर एक जनाले हजार जति तिरेर राख्नु भयको छ केश झापाको हो तिर्न पर्ने र नपर्ने बारे पनि प्रष्ट बुझाइ दिनु होला,n
यि क्रुर राक्षसी प्रवृतिका दानवहरुलाई शिर छेदन गरे पनि कम सजाय हुन्छ मानवता मरेका मानवहरु पाप करायो जुनि भर जेलमा सडाउनु पर्छ,n
वरू जेलमा पनि त्यस्तो घृणित यातना हूदैन होला नर पिचासहरू,n
सलाम सर एक सच्चा नेपाल आमा को सपूत हजुरको प्रत्येक कार्य प्रति गौरभले प्रफुल्लित छौ,p
जे होस सिधा कुरा जनता सङ्ग एक यस्तो कार्यक्रम हो जस्लाइ दिल देखि नै सलाम गर्न मन लाग्छ र गर्छु पनि,p
अहिले जस्लाइ समस्या पर्छ पुलिश को मा होइन यनि रबि सरको टिम लाइ सम्झिने गर्छ यो बिस्वाश हो प्रति जय होस रबि सर,p
भ्रष्टाचारीले घुस माग्नु र बलात्कारीले बलात्कार गर्ने प्रयास गर्नु एकै हो जसले तपाइको इज्जत लिलाम हुन्छ एक सचेत नागरिकको हैसियतले घुस खुवाउन बन्द गरौ र कसैले घुस माग्छ भने खबरदारी गरौ,p
भ्रष्टाचारीहरुको अझौ भन्डाफोर गर्दै जानुस् शुभकामना रबि सर,p
हजुर पत्रकारिता जस्तै हजुर जस्तै अरु जना निक्लिए देश ले राहत पाउने थियो सलाम रबि सर,p
पद को भर मा मनब बेच बिखन गर्ने नेपाली राजदुत लक्की सेर्पा लाई सिदै जमिन मुनि छिराउनु पर्छ ता कि आउने राजदुत तथा भको राजदुत लाई चेतना होस,p
राजदूत ले नै यस्तो गर्ने भयपछी अरुले के बाक़ी राख्लान र अर्कों कूरा जान्न मन भयको यदि राजदूतावस बाट कुनै निकायमा कार्बाहीको लागी पत्राचार भयको खंडमा सम्बंधित निकायले कार्बाही गर्छ की गर्दैन,n
भ्रस्टाचारिको १३दिने पुस्तानै किरापरेर नर्कमा जानू परोस भन्दा हुन्छ कि रबि दाइ,n
सानो सच्चाई काङ्रेस प्रवक्ता विश्व प्रकाश शर्मा,nu
राजदुत दोशी साबित भए के सजाय हुन्छ होलाजिज्ञासापावर र पैसामा बिक्ने हाम्रो देशको कानुन ती कानुनका ठेलि पढ्नेले नै जानुन,n
धेरै राम्रो कामको सुरुवात,p
सप्तरी बासी एक उत्पीडित समुदायका लागि यहाँले पुर्याउनु भएको योगदान प्रभुको खातामा हजूर निम्ति सत्कार्य भनी लेखिने छ असंख्य धन्यवाद,p
मुसहर बस्ती हस्तान्तरण संगै सिधाकुरा कार्यक्रमको ३०० औं भागमा आएर जानअन्जानमा भएका गल्तिहरु स्वीकार गर्दा धेरै खुसी अनि यस कार्यक्रम प्रती झन बढी बिश्वास भयो लाखौं करोडौं एपिसाेड हरु देख्न पाइयोस् शुभकामना,p
वाहबधाई हो यस्तै खूशिका ख़बरहरू सधै सुन्न पाई रहुँ हजूर युगयुग सम्म रहनु हजूरको जय होस,p
के भान्नु र रबि दाइ बोल्नेलेख्ने सब्द नै छैनटाडै बाट भएपनी तनक्क तन्केर सल्युट बजारेको छु सुइकारिदिनु होला,p
बधाई छ दाइ अब कर्णाली को हस्पिटलले पनि मुहुर्त रुप लियी छिटोभन्दा त्याहाका जनताले आफ्नो स्वास्थ सेवा प्राप्त गर्ने छन धन्यवाद को पात्र हुनुहुन्छ दाजु,p
रवी लामिछाने बिदेशी नागरिक हो भनेर बितन्डा झिक्ने ले पनि यो श्रीङ्खला हेर्नु भयो होला वहाँ लाई पनि शुभकामना,nu
बधाई,p
मुसहर वस्ती,nu
हार्दिक बधाई तथा सुभकामना,p
बधाइ तथा शुभकामना रबि दाइ करिब ३ करोड जनमन बोकेको यति बलियो कार्यक्रमले ३०० शृँखला पुरा गरेको यो घडिमा तपाइँ र तपाईँको टिमको सम्मानमा खर्च गर्ने कुनै बलियो शब्दहरु नहुँदा नहुँदै पनि हृद्धयको अन्तिम बिन्दुदेखिनै सम्मानित बधाइ तथा शुभकामना ओच्छ्याएँ दाइ,p
सलाम छ् रबि स्र हजुर को माहन बिचार को लागि,p
धेरै राम्रो काम,p
यो काम उदाहरणको एक खम्बा भएको छ जसले गर्दा हामिलाइ नि काम गर्ने उर्जा मिलेको छ सम्मान को अर्थ तपाईलाई हेर्दा पुग्दा रबि दा,p
सामाजिक उत्तरदायित्व सँगसँगै उदाहरणीय काम पुरा गरेकोमा बधाई छ,p
मैले बिश्वास गर्ने देशको एक मात्र सपूत सर मात्र हो,p
तपाई काम देखेर कतिपय को मन कस्तो जल्दोहोला है तर म चाहिँ हजुर यस्तै काम देखेर अतिनै खुशी हुन्छु,p
आगामी दिन हरुको काम ले पनि यस्तै सफलता मिलोस भन्ने कामना गर्छु र यस् सुखद घडीमा हार्दिक बधाई छ,p
यो हो मानबता अशल गुन रबि सर,p
आजको दिनमा यी नेता महाराजा हरुलाइ निम्तो नगरेको भय झन सुनमा सुगन्ध हुने थियो,nu
राम्राे काम बधाइ छ किप इट अप,p
सलाम रबी दाई,p
धेरै राम्रो काम छ सर आस गर्छु भबिस्यमा मेरो सन्न्तान्लाइ पनि हजुर जस्तै स्वभावको बनाउन उत्प्रेरित गर्नेछु,p
हजुर जस्तो सन्तान दिनुहुने बुवाआमालाइ हार्दिक नमन प्रकट गर्दछु्,p
जब मान्छेमा चेतना आउदैन दिमाग देखि बोक्सी बलत्कार र सामाजिक बिसन्गती अनबरत रूपमा चल्दै जान्छ,n
एक जना रवि मात्र लडेर हुदैन,p
न्याय र समाजका बिकृतिहरु बिरूद्ध आवाज उठाउने अरु संघ संस्था राजनितिज्ञ बुद्धिजीवी र जनता आफै जागरूप भए भने मात्र यस्ता घटना कम होलान,n
नत्र चमत्कार हुदै हुदैन,n
हजुर ले गरको हरेक काममा म खुशी छु दाजु अनि मेरो माग पूरा गर्न परो दाजु निर्मला ले न्याय पाउन परो नी खै न्याय त अनी आवाज उठाउन परो हजुरले फेरि,p
विक्रम सम्बत २१०० लाग्न अब २५ वर्ष मात्र बाकी छ तर ब्यवहार भने सम्बत १८०० तिर को जस्तो छ,n
राम्राे लाई राम्राे नराम्राे लाई नराम्राे भन्न पाउनु हाम्राे अधिकार हाे नि सर तर भन्न पाे सक्नु पर्याे नि यहि राम्राे काम गर्नु भाकाे नि सर तपाई लाई म सलाम ठाेक्न चाहे ल सर,p
राम्रो काम गर्नेलाइ पुरस्कृत गर्ने बानी बसाल्नु पर्छ,p
यो त प्रष्ट छ तत्कालिन मन्त्रीहरु अनि बिधुत प्राधिकरणका भ्रष्ट बोर्ड मेम्बर र कर्मचारीहरु हुन,n
आउदा बितिकै शेर गरे ढिलो नगरी,nu
हामी सबै नेपालीको आशाको किरण अनि रास्ट्रको सपूत महान चाड तिहारको हजूरलाई लाखौलाख सूभकामना हामीलाई खूशि राख्नू भाकोछ हजूरको जय होस,p
जसरी कुलमान जि ले यो देशको लोडसेडिङ युग अन्त्य गर्दै उज्यालो युग साहाकार पारे,p
अब तेसैगरी यो देशको भ्रष्टपथबेथिति र अराजकता युगको पनि अन्त्य गर्ने एक पहलमान श्री पनि भै दिए आहा कति सुन्दर र उज्यालो हुन्थियो होला यो हाम्रो नेपाल,p
हार्दिक बधाई राष्ट्रका खास सपुत लाई,p
हजुर हरु दुबै को जय होस हजुर हरु जस्तै सपूत को खोजी गरिरहेका छौ हामी नेपाली हरु,p
हार्दिक बदाई कुलमान सर,p
हजुको जस्तो सोचाइ भएको व्यक्ती नेपाली समाज मा जरुरी छ धेरै धेरै शुभकामना छ हजुर लाइ तिहारको,p
सम्पुर्ण नेपाली लाई सुभ दिपावली,p
नेपाल विद्युत प्रधिकरणले अहिले गरेको काममा जनार्धन शर्माको मुल्यांकन अनि योगदान बिर्सनु हुन्न,p
जस्तो लाग्छ उनलाई पनि प्रत्सोहान गरे पुन पदमा पुगे राम्रो काम गर्ने छन् नि होईन र,nu
रवि सर उहालाई मेरेा प्रश्न बाटेा बनाउन ठिक्क परेकेा ठाउमा बिजुलीकेा पेालले गर्दा काम ढिलो हुने ठेकदारकेा अारेाप,n
हुन्छ यस्ता समस्या हटाउन के कस्तेा कदम चाल्नु भएकेा छ उहाले,nu
यसमा हजुर पनि योगदान छ रबि सर,nu
लक्ष्मीपूजाको दिन पनि बिजुली गएन एक सक्षम इमान्दार र निष्ठावान व्यक्तिलाई जिम्मेवारी दिने हो भने हरेक संस्थाले काँचुली फेर्न सक्छ,p
भन्ने राम्रो उदाहरण हुनुहुन्छ कुलमान घिसिङ र उहाँले नेतृत्व गरेको नेपाल विद्युत प्राधिकरण एउटा व्यक्तिको कामले देशले गौरव गर्नसक्छ,p
वाह गजब काम,p
गतिलो जनताको सरकार हुन्थियो त यसरी सयौं दिन सम्म निर्मला पन्तको बलात्कार गरि हत्यागर्ने जघन्यका अपराधीले यत्तिका दिन सम्म उन्मुक्ति पाउने थियो रलाचारी र निकम्मापन दर्साउने साशककै उपजले गर्दा पिडकले समाजमा उन्मुक्ति र पिडितले सडकमा भौतारिदै न्याय देउ सरकार भन्ने दिन आउदोरहेछ,n
देस सकिनेमा जान थालो पुरानो पाटिहरु सबैलाइ फालेर जसरी पाकिस्तान अायो नेपालले पनि यसरी अगाडि बठे उत्तम हुनेछ,nu
हो सर लज्जित हुनुपर्ने तपाईंले नै हो धिक्कार छ,n
तपाईंलाई तपाईंको जिम्मेवारी थियो यो पूरा गर्न सक्नुभएन,n
अरूलाई के मतलब यस्तो लाग्छ कि रबि लामिछनेलाई सारा न्याय खोज्ने जिम्मा दिएर मस्त सुतीराछन् सम्बन्धित भनाउदा हरु,n
साथै निर्मलालाई न्याय दिलाउन नसकेको समाचार सुन्दा पढ्दा र हेरिरहँदा अनि वीर गोर्खालीको सन्तती भएर पनि केही गर्न नसक्दा आफुलाई धिक्कार लागिरहेछ,n
एक मात्र रास्ट्रको सपुत पुत्र रवीलामिछाने जो हरदम असाहय पीडा उत्पिडन र रोदनमा अहोरात्रा खटिने र तिनीहरुको बारेमा आवाज वुलन्द वनाईरहने जत्ति प्रशंसा गरे पनि कम पर्छ,p
हिरो बन्यो मुजी फेरी,n
ए मा यस्को चटक तेतिमा टोक्ने,n
न्याय मार्ने होईन दिने निकाय चाहियो अन्याय गर्नेलाई सिर र नाक ठाडो पारेर तिमीले कानूनी कारवाही वहन गर्नुपर्छ भन्न सक्ने एक लालचण्डीको खाँचों हो,nu
सलाम रबी दाई,p
केहि दुख मान्नु पर्दैना रबी दाईसबै काम कस्ले पो गर्न सक्छ र,nu
बलात्कारीलाई कर्बाही गरे ओली सरकार नै ढल्छ सरकसरी कार्बाही गरोस त यो सरकारले,n
धन्यवाद रवीजी खोज पत्रकारिता केन्द्रको रिपोर्टमा अाधारित यो कार्यक्रमका लागि हामीले फलोअप जारी राख्नुपर्छ,nu
मेरो देश नेपाल हाम्रो नेपाल मा किन ड्राइभिङ लाइसेन्स लिनु पर्दा चाड पर्व आए झै कुर्नु पर्छ कैले खुल्छ र फारम भारुम हुन्छ किन सधैं भरी खोल्न सकिँदैन की आउँदैनन् यातायात का कर्मचारी जार्इले खुली रहने होभने दिन रत लाइन बस्नु पर्छ र यसो गर्दा घुस खान नी पाउँदैनन्,nu
हाम्रा नेतालाई जेल हाल्ने हाे,n
भने त पहिला एउटा जिल्ला भरिकाे जेल बनाउनु पर्छ,n
हालका जेलहरुमा उनिहरु अटाउदैनन त्यहि भएर नेताहरु लाई जेल नहालीएकाे हाे,n
साचो लाई साचो गलत लाई गलत भन्न नसक्ने नेपाल का केहि झोले नेता,n
झोले कार्यकर्ता ले गर्दा हो सर नेकपा ठुलो पार्टी एक बलात्कारि ने नेकपा पार्टी को हिजडा बनादिया,n
ठूलो माछा समाउनै पर्छ सरकार भ्रष्टाचार प्रतिको नितिमा काॅह उभिएको छ भनेर अब थाह हून्छ,nu
यदि मन्त्रीहरूलाई जेल हाल्ने हो भने जेलमा ठाउँ नै हुदैन होला,n
रबि सर नेपाल आमाको एक मात्र सच्चा देशभक्त रबि लामिछाने हो सलाम छ हजुरलाई,p
अनि गरे भो नि नि संसार कै सबै भन्दा अशल पत्रकार ले कोस्लाई सुनाको,nu
यहीत विडम्बनापूर्ण छ प्रधामंत्रिको बोली र काममा मेल खाएको छैन,n
हिम्मत गरेर नेपालका मन्त्रिलाई पनी जेल हाल्न सके आख़िर ऊनैको नाम इतिहाँसमा लेखिने थियो,n
तर दुर्भाग्य तेसो भैरहेको छैन,nu
अब प्रधानमन्त्रीले यो काम गर्नु सक्नु पर्छ त्यसमछि आउने मन्त्रीले सहि काम गर्ने छन,nu
यदि हाम्रो देशका नेताहरुलाइ कसैले जेल हाल्न खोजे उइले देश छोद्न पर्छ,n
नत्र जन्म कैद भोग्नुपर्छ बरु चुप लागेकै बेस हजुर आफैलाइ हेर्नू न हजुरलाइ फसाउन मान्छेले मौका मात्र हेरिरहेको छ,n
सायद हजुरजस्तै निडर र सत्यवादी मान्छे खोज्दै छ यो मुलुकले,p
जब सम्म हामी देश चलाक राम्रो पाउदैनौ तब सम्म नेपाल मा केहि हुने बला छैन सर,n
रबिजी धेरै हल्का लाग्यो विषयबस्तु सतही भो आफैले उठान गरेको विषय,nu
आफैले त्यागेको देख्दा ति केटी हरुको ब्यापार कहाँ सम्म छकति सय प्रहरीको उच्छ तहले ति महिला को शरीरमा खेलेका छन,n
अनि कति करोड कोगैह्रकानुनी भयको छ ब्यापार खोइ अनुसन्धानात्मक,nu
प्रहरि गुन्डादलालीभ्रस्टचारी र घुसखोरी को साथी,n
धेरै राम्रो काम सर हजूर लगायत हजूरको टिम ले सधै यसरी काम गर्दै जाओस शुभ कामना,p
पदिय दायित्व वहन गर्न नसक्ने पाल्तुहरु देखि सावधान केहि सुरक्षाको अनुभूति गर्न पाईयोस मा,n
मेरो वर्षको भारत बसाईको क्रममा सबैभन्दा ठुलो कलंक,n
यहीँ हो म नेपाली भनेर थाहा हुने बित्तिकै ठमेल पुगेर फर्कनेहरुको प्रतिक्रिया एक बीयर पिलाके हजारका बिल लिया साला पुलिस भि मिलकर ठगते है,n
नेपालमें तो ठमेल एरिया तो सिर्फ ईन्डियन टुरिष्ट को तुट्ने के लिए है,n
ब्यथिती र बिसंगतिमा चुर्लुम्मै सबै जना रबि सर,n
डांस बार जाने नि लुटेरा नै हुन हामी लाई बाल,n
रबिसरको भनाई सहि छयसरी नै दलाल घुस खोरि हरु पत्ता लगाऊदै अगाडि बढनु होस यसमा जन्ताले साथ दिने छन,p
लुटेरा ठगगुण्डा अनि नेताकाे,n
बिष्ट र भट्ट लाई बरखास्त गर्नुले मात्र निर्मलाले न्याय पाउछिन भन्ने छैन यस्ता हत्याबलात्कार जघन्यका अपराधीलाई यो सरकारले यथासिघ्र पत्तालगाइ कानुनी कठाघरमा उभियाउन सक्छ तब मात्र राज्यको सम्मान र न्यायको मूल्य हुन्छ,nu
पदमा रहेको वा ठुलो मान्छेलाइ कारबाही गर्न सक्ने क्षमता नेपालको कानुनमा नभएकाले बिष्ट लाई बर्खास्त गरि सर्बसाधण बनाए कर्बाही गर्ने सोच बनाएको होला डुकुलन्ठ्यान्ग सरकार ले,nu
रमेश प्रसाइले भने जस्तै या पैसाको बिटो या कलकलाउदो ठिटो हुनुपर्छ नत्र यत्रो नाटक कीन,n
बर्खास्त मात्र होईन यिनिहरुलाई बलात्कारी सरह नै कार्बाही गरेर जेलमा कोच्नु पर्छ कुकुरहरूलाई,n
नेपालको कानुनमा ठूलाबडाले अपराध र गल्ती गर्दा,n
राजीनामा या बर्खास्त गरेसी बाँकी सजाय बाट छुट पाउने व्यवस्था छ कि क्या हो,n
होइन भने निर्मला हत्याकाण्डको अनुसन्धान बर्खास्तीमा सीमित नगरी वास्तविक अपराधी सार्वजनिक गरी सजाय दिलाउनु पर्यो,n
एकदम सहि कुराजस्ले प्रमाण लुकाउने प्रयास गर्छ यो स्पस्ट हुन्छ कि गल्ती,n
उसैले अथवा उस्कै मान्छेले गरेको हो नत्र प्रमाण लुकाउन उस्लाइ किन आवश्यक,nu
भबिस्यमा सरकारी सेवाका लागि किन योग्य भए यस्ता मान्छे पछि यो काण्डमा दोषी जोगाएको,n
भनेर पुरस्कृत हुन बेर छैनयो काण्डमा सरकारकै संलग्नता छ जस्तो लाग्छ मलाई त,n
यो सन्सार पनि कस्तो होला है देश सम्हाल्ने मान्छे आफै येस्तोमा सहभागी भएसी अरुको के आशा राख्नु आफ्नै समाज देखेर वाक्क भैसके म त,n
घुडा टेकाउने भन्दा घुंडा टेक्नेको गल्ती जस्तो लाग्छ पदको लोभमा परेर यस्तो गरेको हुनुपर्छ,nu
यिनलाई राम्रो सङग प्र्स्न सोधनु छ सर,nu
टिका जसरि लगाएपनी हूँछ यो धार्मिक पर्व हो अझ मान्यजनबाट टिका ग्रहण गरी सके पछी खूट्टामा ढोग्ने चलन छ तेसैले टीका लगाउदा दर्जा हेरिदैन तर पत्रकार वा जनताले केही बुझ्न खोजे बझाउनू पर्ने दायित्व चाही पूरा गर्नु परथियो,nu
जिम्मेवारी बाट पन्छिने भात मारा हरु देस द्रोही हुन,n
हेर्न पनि मन लाग्ने हेर्दै लाज लाग्ने तस्वीर,n
त्यसैमा देख्नु पर्ने होईन के हुन खोज्या हो नेपालमा,nu
अस्ति मात्र होईन भन्या हामीले सामन्तवाद फ्यालेको,nu
शासन फेरिएको होईन रवि जीशासक फेरिएका हुन् है कुरा बुझौं न,nu
गणतन्त्र होईन हजुर गलगाँणतन्त्र भन्नुहोस राजतन्त्रमा यसरी घुडै टेकेर टिका ग्रहण गर्नु पर्ने वाध्याता छैन त्यो पनि चेतना होस पुन स्मरण गराउन चाहन्छु यो गलगाँणतन्त्रीय व्यवस्था हो,n
अनेक छ देशमा,nu
पीडा छ हजुर पीडा,n
अनेक अनेक भेटिन्छन,nu
रबि जि लगायत सम्पुर्ण २४ समाचार लाई पनि शुभकामना,p
सम्पुर्ण टिमलाई धेरै धेरै शुभकामना सर,p
टिमलाई धेरै धेरै शुभकामना,p
शुभ दसैँ दाई,p
हजुर लगायत सबै टिम लाई शुभ कामना,p
खुशी दशै रबि सर,p
ख्रीस्टानले हल्लाए त्यो सद्भाव,nu
रबि सर हजुर लाई पनि विजया दशमी को हार्दिक मंगलमय शुभकामना,p
बिजया दशमीको धेरैधेरै शुभकामना,p
महजोडि लगायत हजुर लाई पनि शुभ बिजयदशमि,p
तपाईलाई पनि बडा दशैको शुभकामना सर,p
ऊ जस्तै म पनी रोए त खै कस्ले हेर्यो,n
हाम्रो पनि शुभकामना साथी,p
हाम्रो त हो हामीलाई सबै भन्दा प्यारो र लाग्छ बरू हजूरलाई कस्तो लाइच मन पर्यो कि नाई बिजयादशमीकोशुभकामना,p
बिजया दशमीको शुभकामना दाजु बहरायन बाट,p
हेर्नु भन्दा अरू नजान्नी भैईयाे,n
राम्रा मांछे हरू प्रति सदा नमन,p
रबि दादालाई सलाम गरे अरु सम्बोधन गर्ने शब्द भेटिन,p
हस् दादा प्रतीक्षा मा छु,p
भगवानले पनि डाह गरे उहाँहरुको जीवन देखेर,nu
नेता चरित्र बेचर कमाउन मिल्ने व्यापारी छाेरा छाेरिकाे फर्म बाट र मरेका खसी बाेका बाट पनि कमाउन नपाउने छर सर,n
तुरी समाएको हात धोएरै आउनु पर्छ उहाँले,n
नेपालको जल्दो बल्दो लुटेरा,n
पिसाब फेर्न गयको हात त धोयेरै आउनु पर्छ बिप्प्लप जि आफ्नो कर्येकर्तालाइ सम्झाइ दिनु होला यो कुरा,n
के हो बिप्लब दाजु वास्तविकता जानकारी पाम,nu
निर्मलाको केश के हुँदैछ फलो गर्दै गर्नु होला दाजुबामदेब र रामदेब कान्डले निर्मला ओझेल पर्दै छ,nu
विप्लव नामैले दुनियाँ तर्साउछु भन्ने हरु लाई सत्मार्ग मा ल्याउनुस सर,n
रबि सर भनेको नै हाम्रो लागि भगवान हो अबो हामी सब जनताको आवाज रबि सर सगै साथ मा साथ हात मा हात रबि सर लाई हाम्रो,p
कडा,n
मेरो देस,nu
घिनलाग्दो सरकारले गनाउने काम गर्दै छ खराब प्ररिबिति काे मान्छे हुनुपर्छ,n
मलेसियामा बिषाक्त मदीर सेवन गरेर ज्यान गुमाएको बारेमा एउटा बिषेश रिपोर्ट बनाउनु पर्यो रवीसर चाडपर्व नजीकीदै गर्दा अरु ले पनी फेरी पिउने चेष्टा नगरुन,nu
कुलमान घिसिङ जस्ता २४ जना कार्यकारी भैदे भा त ठिक हुन्थ्यो कि,nu
सलाम छ दाइ,p
खै के सुधार भाछ त् जि,nu
घन्टा  !,n
चित्तबुझ्यो मेरो।,p
कति राम्रो,n
सकारात्मक कुरा,p
उहाले भन्नु भएको कुरा गम्भीर मनन गरेर अघि बड्ने  हो भने कोहि पनि दुखी हुदैन,p
कोहि पनि गरिब हुदैन ।,p
नेपाल र नेपाली जनताको  को माहानायक रेल हिरो रबी सर लाई सलाम छ,p
तरिफ जतिगरेनि रबिको र हजुरको टिमलाइ कम हुनेछ त्यसैले ,p
नमस्कार रवी सर,p
जय हाेस सिधाकुरा जनतासग,p
धेरै धेरै धन्नेवाद रबि सर लगायत सम्बन्धित व्यक्ति लाई,p
जय होस रबि लामिछाने ज्यु को।यस्तो माहान कार्यको लागि,p
हाम्रो देशका यिनिहरु पशुहरु जस्तै लाग्छ।,n
थुक्का सालाहरु,n
खातेहरु,n
सराप लागुन,n
देस मा रबि सर हुनु पर्छ प्रधानमन्त्री अबा,p
जति ठगेर,n
सला बिध्यर्थी नेता  चोर  पुलिश,n
भ्रष्टाचार,n
कति महान कुरा,p
कर्मचारी ले नै देश सकेको हो,n
घुस खाने,n
वा अति आनन्द लाग्ने कुरा,p
घुस दिने,n
कलेज नै बन्द गर्नु पर्छ,n
बेइज्जत गर्ने काम भयो,n
हेरियो सर कार्यक्रम पृथक लाग्यो हजुरलाई पनि शुभकामना,p
कुकर्मले तिमीले कमाएका तिम्रा मित्रहरु भन्दा सत्कर्मले मैले कमाएका मेरा दुश्मनहरु मलाई प्यारा छन्।,p
नागरिकता लाईसेन्स शैक्षिक प्रमाणपत्र जस्ताको त्यस्तै तर नक्कली बनाउनेहरुको स्टिङ अपरेसन गरेका छौ।अर्काले पालेको गाई चोरेर लगेर काटि खानेहरु बारेको रिपोर्टिङपनि आज गरिएको छ,n
कहिलेकाही तारिफको भारीलेपनि सत्कर्म गर्न बाध्य  गराउछ। यसर्थमा try मारुम न भनेर हतार गर्या हो दाइ। के भन्नुहुन्छ,p
एउटा पुल बन्यो भने दुर्गमका लाखौ जनताले सुख पाउछन्।,p
तर त्यही पुल बन्यो भने धेरै नेताले भोट माग्ने बहाना नै गुमाउछन।,n
त्यसैले पुल बनेन र अझै धेरै वर्ष बन्दैन।,n
पुलको राजनीति कस्तो गजबको,p
एउटा एम्बुलेन्स सम्म नभएको कालिकोटको,n
रासकोटमा हामी १५ बेडको स्मार्ट डिजिटल अस्पताल बनाउदै छौ।,p
एउटा निजि टेलिभिजनको कार्यक्रमले भर्खर ५२ओटा घर बनाएर प्रदेश नम्बर २ का मुशहरहरुलाई हस्तान्तरण गरिसकेको छ।,p
अब पालो बिकट कालिकोटको। आजको कार्यक्रम कालिकोट बाटै,nu
सानो बालकलाई रोग लागेको छ,n
र उपचार संभव छ।,p
डाक्टर भन्छन् काठमाडौं लैजानुस आमासङ  पैसा छैन,n
उनले सुनिछ्न हामीले सहयोग गरे छोरा बच्न सक्छ,p
हामी खासै धेरै केही सक्दैनौ थाहा छ।,n
तर बिश्वासको एउटा सानो दियो मात्रै त छ,p
हामीसङ जो धिप धिप्पाउदै भएपनि बाल्दै छौ,p
माघ१ गतेदेखि २४ घन्टा नै टल फ्री टेलिफोन सेवा,p
बैशाख ८ बाट देशका सातै प्रदेशमा कार्यालय र गुनासो सेन्टर,n
भाईबर ह्वाट्स याप मार्फत विश्व भरिका दर्शकहरुले लाईभ सहभागी हुन पाउने गरि नया प्रतिबद्धता आजको कार्यक्रममा।,p
दोष जसलाई लागेपनि भोगाइ बद्लिने होइन,n
मुस्किलको यो घडिमा,n
साथ हौसला प्रदान गर्नुहुने सम्पुर्ण महानुभावहरु प्रति शीर निहुराएरै आभार प्रकट गर्दछु।,p
साथै आफन्त र परिवारप्रति मेरा कारण पर्न गएको चोट,n
प्रति क्षमा याचना समेत गर्दछु,p
आफ्ना तर्फबाट यो बिषय अब सदाकालागि यसरी टुङ्याएको छु,p